name,national_team,club,POSITION,CLUB NUMBER,NATIONAL TEAM NUMBER,COUNTRY OF BIRTH,DATE OF BIRTH,Matches played,Minutes played,Goals,Saves,Clean sheets,Passing accuracy (%),Top speed (km/h),Distance covered (km),Yellow cards,Red cards,Saves from direct free-kicks,Saves from indirect free-kicks,Saves from penalties,Goals conceded,Claims,High claims,Low claims,Punches made,Penalties scored,Balls recovered,Blocks,Own goals conceded,Penalties conceded,Clearances completed,Attempts conceded on target,Passes completed,Short passes completed,Medium passes completed,Long passes completed,Backward passes completed,Passes completed to left,Passes completed to right,Crossing accuracy (%),Crosses completed,Free-kicks taken,Times in possession,Passes into attacking third,Passes into key play area,Passes into penalty area,Right foot,Left foot,Head,Other,Assists,Clear chances,Penalties missed,Penalties awarded,Corners taken,Offsides,Dribbles,Runs into attacking third,Runs into key play area,Runs into penalty area,Fouls committed,Fouls committed in defensive third,Fouls committed in own half,Fouls suffered
ATTILA FIOLA,Hungary,Fehérvár,Defender,,,,17/2/1990 (34),2,180,0,,,80%,32.21,20.45,0,0,,,,,,,,,0,6,0,0,0,7/9,0,54/68,8/12,43/48,3/8,8/8,21/26,3/3,0%,0/1,1,91,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,3
MÁRTON DÁRDAI,Hungary,Hertha,Defender,,,,12/2/2002 (22),3,175,0,,,78%,31.2,19.39,0,0,,,,,,,,,0,3,0,0,0,6/6,0,59/79,10/12,41/46,8/21,5/5,7/9,24/27,0%,0/0,1,109,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3
ÁDÁM NAGY,Hungary,Spezia,Midfielder,,,,17/6/1995 (29),3,160,0,,,79%,32.3,20.58,0,0,,,,,,,,,0,6,1,0,0,0/3,0,57/67,25/29,26/29,6/9,9/10,12/13,15/16,0%,0/1,2,88,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
ATTILA SZALAI,Hungary,Freiburg,Defender,,,,20/1/1998 (26),2,95,0,,,81%,32.1,11.76,1,0,,,,,,,,,0,6,0,0,0,3/5,0,44/50,12/12,26/28,6/10,7/7,7/7,13/14,0%,0/1,0,72,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1
ENDRE BOTKA,Hungary,Ferencváros,Defender,,,,25/8/1994 (29),1,90,0,,,97%,30,10.42,0,0,,,,,,,,,0,6,0,0,0,2/2,0,33/34,14/14,17/18,2/2,11/11,7/7,1/1,0%,0/0,0,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
CALLUM STYLES,Hungary,Sunderland,Midfielder,,,,27/3/2000 (24),1,61,0,,,83%,29.5,7.59,1,0,,,,,,,,,0,1,0,0,0,1/1,0,19/23,4/4,14/15,1/4,2/2,6/6,6/6,0%,0/0,2,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LÁSZLÓ KLEINHEISLER,Hungary,,Midfielder,,,,08/4/1994 (30),2,49,0,,,100%,32.6,6.84,0,0,,,,,,,,,0,2,0,0,0,0/0,0,16/16,6/6,9/9,1/1,7/7,3/3,6/6,0%,0/0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ÁDÁM LANG,Hungary,Omonoia,Defender,,,,17/1/1993 (31),1,45,0,,,69%,28.6,5.07,0,0,,,,,,,,,0,2,0,0,0,3/3,0,11/16,2/4,9/12,0/0,2/2,4/4,0/0,0%,0/0,0,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTIN ÁDÁM,Hungary,Ulsan Hyundai,Forward,,,,06/11/1994 (29),3,42,0,,,73.34%,30.1,7.07,0,0,,,,,,,,,0,0,2,0,0,0/0,0,11/17,7/9,4/7,0/1,6/6,2/4,3/4,0%,0/1,0,27,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
ZSOLT NAGY,Hungary,Puskás Akadémia,Defender,,,,25/5/1993 (31),2,19,0,,,37.5%,32.9,4.36,0,0,,,,,,,,,0,0,0,0,0,1/1,0,3/5,2/2,1/1,0/2,0/0,0/0,2/3,0%,0/1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
KEVIN CSOBOTH,Hungary,Újpest,Forward,,,,20/6/2000 (24),2,7,1,,,73.5%,33.71,2.87,1,0,,,,,,,,,0,1,0,0,0,0/0,0,6/8,2/2,3/4,1/2,1/2,2/2,0/0,0%,0/0,2,13,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2
DÁNIEL GAZDAG,Hungary,Philadelphia Union,Midfielder,,,,02/3/1996 (28),1,3,0,,,100%,25.3,0.96,0,0,,,,,,,,,0,0,0,0,0,0/0,0,3/3,2/2,1/1,0/0,0/0,2/2,1/1,0%,0/0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRISZTOFER HORVÁTH,Hungary,Kecskemét,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIHÁLY KATA,Hungary,MTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOTOND BALOGH,Hungary,Parma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DÉNES DIBUSZ,Hungary,Ferencváros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PÉTER SZAPPANOS,Hungary,Paks,Goalkeeper,,,,14/11/1990 (33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOÏC NÉGO,Hungary,Le Havre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALESSANDRO BASTONI,Italy,Inter,Defender,,,,13/4/1999 (25),3,270,1,,,94.34%,31.4,30.46,0,0,,,,,,,,,0,23,2,0,0,11/12,0,233/246,42/45,167/168,24/33,19/20,74/74,79/82,0%,0/0,9,281,23,7,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,3,0,1,6
RICCARDO CALAFIORI,Italy,Bologna,Defender,,,,19/5/2002 (22),3,270,0,,,92.67%,32.5,34.76,2,0,,,,,,,,,0,24,1,1,0,3/4,0,220/236,48/53,163/171,9/12,17/17,36/39,107/111,100%,1/1,5,262,12,11,2,0,0,0,0,1,0,0,0,0,0,2,5,6,0,4,1,2,2
GIOVANNI DI LORENZO,Italy,Napoli,Defender,,,,04/8/1993 (30),3,270,0,,,87%,31.8,33.16,0,0,,,,,,,,,0,8,1,0,0,4/6,0,212/239,56/63,151/165,5/11,27/27,103/107,13/14,0%,0/2,14,301,20,20,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2,2,2,5
GIANLUIGI DONNARUMMA,Italy,Paris,Goalkeeper,,,,25/2/1999 (25),3,270,0,12,0,83.67%,26.1,14.39,1,0,0,0,1,3,7,5,2,1,0,0,0,0,0,1/2,14,59/70,8/8,38/38,13/24,0/0,19/20,20/20,0%,0/0,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NICOLÒ BARELLA,Italy,Inter,Midfielder,,,,07/2/1997 (27),3,269,1,,,93.67%,32.1,37.03,0,0,,,,,,,,,0,12,0,0,0,1/1,0,221/233,47/50,158/164,16/19,42/42,61/65,74/75,33.34%,1/3,1,258,23,14,6,1,0,0,0,0,0,0,0,0,1,3,7,7,0,3,1,2,2
FEDERICO DIMARCO,Italy,Inter,Defender,,,,10/11/1997 (26),3,230,0,,,85.34%,32.9,26.01,0,0,,,,,,,,,0,8,2,0,0,4/4,0,88/102,16/18,68/76,4/8,43/43,5/5,17/27,30.77%,4/13,2,144,4,6,5,0,0,0,0,0,0,0,0,6,0,2,3,1,2,0,0,0,2
 JORGINHO,Italy,Arsenal,Midfielder,,,,20/12/1991 (32),3,216,0,,,90%,27.6,28.8,0,0,,,,,,,,,0,5,0,0,0,2/2,0,219/240,71/77,132/143,16/20,43/43,60/62,77/80,0%,0/0,6,256,15,7,8,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,1
LORENZO PELLEGRINI,Italy,Roma,Midfielder,,,,19/6/1996 (28),3,204,0,,,89%,31.3,25.2,1,0,,,,,,,,,0,8,0,0,0,1/1,0,78/86,24/27,50/55,4/4,25/25,16/16,29/30,50%,2/4,2,111,3,5,5,0,0,0,0,1,0,0,0,4,0,1,3,2,1,2,0,2,4
DAVIDE FRATTESI,Italy,Inter,Midfielder,,,,22/9/1999 (24),3,180,0,,,72.67%,31.5,24.59,0,0,,,,,,,,,0,0,1,0,1,0/0,0,42/56,17/28,25/27,0/1,13/16,12/15,10/11,0%,0/2,0,73,2,2,1,0,0,0,0,0,1,0,0,0,1,2,1,2,0,4,1,1,6
FEDERICO CHIESA,Italy,Juventus,Forward,,,,25/10/1997 (26),3,174,0,,,70.34%,34.4,19.22,0,0,,,,,,,,,0,4,0,0,0,1/1,0,50/67,13/17,33/44,4/6,20/20,21/28,6/6,36.37%,4/11,0,95,4,6,5,0,0,0,0,0,0,0,0,0,0,7,3,7,5,3,0,0,0
GIANLUCA SCAMACCA,Italy,Atalanta,Forward,,,,01/1/1999 (25),3,162,0,,,64%,33.21,18.75,0,0,,,,,,,,,0,0,0,0,0,1/1,0,23/35,9/13,11/19,3/3,5/6,10/12,5/9,0%,0/0,0,48,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1
MATEO RETEGUI,Italy,Genoa,Forward,,,,29/4/1999 (25),3,124,0,,,54%,33.1,16.6,0,0,,,,,,,,,0,1,0,0,0,0/0,0,11/17,3/6,8/11,0/0,4/6,3/3,3/4,0%,0/0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
MATTEO DARMIAN,Italy,Inter,Defender,,,,02/12/1989 (34),2,88,0,,,97.5%,29.2,10.71,0,0,,,,,,,,,0,2,0,0,0,2/2,0,50/52,8/8,40/42,2/2,10/10,12/12,10/12,0%,0/2,0,63,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GIACOMO RASPADORI,Italy,Napoli,Forward,,,,18/2/2000 (24),2,84,0,,,88%,32.4,11.95,0,0,,,,,,,,,0,3,0,0,0,0/0,0,38/44,14/16,19/20,5/8,11/11,11/13,7/9,50%,4/8,2,55,3,0,6,0,0,0,0,0,0,0,0,6,0,1,2,2,0,0,0,0,1
ANDREA CAMBIASO,Italy,Juventus,Defender,,,,20/2/2000 (24),2,58,0,,,90%,31,8.2,0,0,,,,,,,,,0,3,1,0,0,2/2,0,29/34,7/9,19/21,3/4,12/13,13/16,2/2,33.34%,1/3,0,41,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1
BRYAN CRISTANTE,Italy,Roma,Midfielder,,,,03/3/1995 (29),2,58,0,,,87.5%,28.9,9.11,1,0,,,,,,,,,0,2,0,0,0,0/0,0,44/50,11/13,31/33,2/4,10/10,13/14,17/18,0%,0/1,0,58,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1
MATTIA ZACCAGNI,Italy,Lazio,Forward,,,,16/6/1995 (29),2,36,1,,,87.5%,32.71,5.59,0,0,,,,,,,,,0,2,0,0,0,0/0,0,10/13,4/5,5/7,1/1,3/3,0/0,7/8,50%,1/2,0,20,0,3,1,1,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,2
NICOLÒ FAGIOLI,Italy,Juventus,Midfielder,,,,12/2/2001 (23),1,9,0,,,92%,23.6,2.4,1,0,,,,,,,,,0,0,0,0,0,0/0,0,11/12,2/2,9/9,0/1,0/0,4/4,4/4,0%,0/0,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICHAEL FOLORUNSHO,Italy,Verona,,,,,07/2/1998 (26),1,1,0,,,0%,29.9,0.6,0,0,,,,,,,,,0,0,0,0,0,0/0,0,0/1,0/0,0/1,0/0,0/0,0/0,0/1,0%,0/0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUGLIELMO VICARIO,Italy,Tottenham,Goalkeeper,,,,07/10/1996 (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERICO GATTI,Italy,Juventus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAOUL BELLANOVA,Italy,Torino,Defender,,,,17/5/2000 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALESSANDRO BUONGIORNO,Italy,Torino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIANLUCA MANCINI,Italy,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEX MERET,Italy,Napoli,Goalkeeper,,,,22/3/1997 (27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEPHAN EL SHAARAWY,Italy,Roma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRGIL VAN DIJK,Netherlands,Liverpool,Defender,,,,08/7/1991 (32),3,270,0,,,91.34%,32,26.33,0,0,,,,,,,,,0,18,3,0,0,15/16,0,165/180,27/28,118/126,20/26,8/8,36/37,66/67,0%,0/0,4,208,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3
STEFAN DE VRIJ,Netherlands,Inter,Defender,,,,05/2/1992 (32),3,270,0,,,91.34%,31.9,28.08,0,0,,,,,,,,,0,16,2,0,0,5/8,0,177/192,29/30,137/146,11/16,19/19,54/55,44/44,0%,0/0,2,217,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0
BART VERBRUGGEN,Netherlands,Brighton,Goalkeeper,,,,18/8/2002 (21),3,270,0,12,1,87.67%,25.4,15.69,0,0,0,0,0,4,6,4,2,1,0,0,0,0,0,0/1,15,97/110,8/8,65/66,24/36,0/0,32/32,24/24,0%,0/0,3,123,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CODY GAKPO,Netherlands,Liverpool,Forward,,,,07/5/1999 (25),3,261,2,,,76%,32.8,27.47,0,0,,,,,,,,,0,3,0,0,0,3/3,0,48/61,13/16,34/42,1/3,12/12,3/4,24/28,33.34%,3/9,1,108,3,10,7,2,0,0,0,0,0,0,0,0,1,8,4,14,7,1,0,0,6
JERDY SCHOUTEN,Netherlands,PSV,Midfielder,,,,12/1/1997 (27),3,253,0,,,90.34%,31.2,30.05,1,0,,,,,,,,,0,14,1,0,0,3/4,0,136/151,39/42,90/100,7/9,34/34,39/42,32/33,0%,0/1,7,173,14,10,1,0,0,0,0,0,0,0,0,0,0,3,1,2,2,2,0,1,1
MEMPHIS DEPAY,Netherlands,Atlético de Madrid,Forward,,,,13/2/1994 (30),3,250,1,,,76%,31.7,28.4,0,0,,,,,,,,,0,2,0,0,0,0/0,0,59/76,24/31,33/40,2/5,21/22,13/16,11/16,33.34%,4/12,6,123,6,2,7,1,0,0,0,0,1,0,0,7,2,7,5,3,1,4,0,1,6
TIJJANI REIJNDERS,Netherlands,Milan,Midfielder,,,,29/7/1998 (25),3,245,0,,,90.67%,31.9,29.67,0,0,,,,,,,,,0,3,0,0,0,1/2,0,90/98,32/37,51/53,7/8,21/22,19/20,27/30,0%,0/1,1,127,11,6,6,0,0,0,0,0,0,0,0,0,0,3,3,5,2,0,0,0,2
NATHAN AKÉ,Netherlands,Man City,Defender,,,,18/2/1995 (29),3,242,0,,,87.34%,31.4,24.59,0,0,,,,,,,,,0,13,1,0,0,10/11,0,99/108,33/36,60/65,6/7,17/17,7/7,39/41,0%,0/0,6,151,10,6,2,0,0,0,0,2,0,0,0,0,0,0,8,1,0,1,0,1,0
XAVI SIMONS,Netherlands,Leipzig,Forward,,,,21/4/2003 (21),3,190,0,,,90.67%,31.4,23.15,0,0,,,,,,,,,0,4,0,0,0,1/1,0,60/66,16/19,38/41,6/6,16/16,12/13,10/12,33.34%,1/3,1,95,9,5,5,0,0,0,0,1,0,0,0,0,0,5,6,6,1,3,0,0,3
DENZEL DUMFRIES,Netherlands,Inter,Defender,,,,18/4/1996 (28),2,180,0,,,88%,33.5,21.35,0,0,,,,,,,,,0,6,0,0,0,2/2,0,83/95,22/25,52/57,9/13,27/27,33/38,3/4,42.86%,3/7,0,139,9,7,5,0,0,0,0,0,0,0,0,0,1,0,2,2,0,6,1,1,0
JOEY VEERMAN,Netherlands,PSV,Midfielder,,,,19/11/1998 (25),3,114,0,,,71.67%,30.8,15.47,1,0,,,,,,,,,0,3,1,0,0,1/2,0,76/96,18/23,54/64,4/9,11/12,23/24,30/33,33.34%,2/6,3,114,7,7,4,0,0,0,0,0,0,0,0,7,0,1,3,2,0,1,0,1,0
LUTSHAREL GEERTRUIDA,Netherlands,Feyenoord,Defender,,,,18/7/2000 (23),2,107,0,,,95%,28.6,12.08,0,0,,,,,,,,,0,4,0,0,0,0/0,0,67/72,17/18,44/48,6/6,13/14,30/30,6/6,100%,1/1,1,92,6,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,1,2
DONYELL MALEN,Netherlands,Dortmund,Forward,,,,19/1/1999 (25),2,100,0,,,83%,33.4,10.78,0,0,,,,,,,,,0,1,0,1,0,1/1,0,24/29,9/11,13/16,2/2,10/10,7/8,2/2,0%,0/6,2,50,2,3,1,0,0,0,0,0,1,0,0,0,0,9,1,1,6,1,0,0,5
JEREMIE FRIMPONG,Netherlands,Leverkusen,Defender,,,,10/12/2000 (23),2,82,0,,,95%,35.21,10.06,0,0,,,,,,,,,0,2,0,0,0,0/0,0,19/21,4/6,13/13,2/2,13/13,6/7,0/0,0%,0/0,0,32,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0
GEORGINIO WIJNALDUM,Netherlands,Al-Ettifaq,Midfielder,,,,11/11/1990 (33),3,70,0,,,67%,29.2,9.72,0,0,,,,,,,,,0,1,0,0,0,0/0,0,10/15,3/7,7/8,0/0,4/4,1/1,2/2,0%,0/0,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
WOUT WEGHORST,Netherlands,Hoffenheim,Forward,,,,07/8/1992 (31),3,38,1,,,100%,30.9,6.98,0,0,,,,,,,,,0,1,1,0,0,0/0,0,13/13,6/6,7/7,0/0,2/2,7/7,4/4,0%,0/0,0,22,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
MICKY VAN DE VEN,Netherlands,Tottenham,Defender,,,,19/4/2001 (23),2,28,0,,,39%,31.3,4.3,0,0,,,,,,,,,0,3,0,0,0,2/2,0,18/23,0/1,18/21,0/1,6/6,1/1,7/9,0%,0/0,0,34,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
MATTHIJS DE LIGT,Netherlands,Bayern,Defender,,,,12/8/1999 (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARK FLEKKEN,Netherlands,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAN MAATSEN,Netherlands,Dortmund,,,,,10/3/2002 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYAN GRAVENBERCH,Netherlands,Liverpool,Midfielder,,,,16/5/2002 (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIAN BROBBEY,Netherlands,Ajax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOSHUA ZIRKZEE,Netherlands,Bologna,Forward,,,,22/5/2001 (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUSTIN BIJLOW,Netherlands,Feyenoord,Goalkeeper,,,,22/1/1998 (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEVEN BERGWIJN,Netherlands,Ajax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DALEY BLIND,Netherlands,Girona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAKUB KIWIOR,Poland,Arsenal,Defender,,,,15/2/2000 (24),3,270,0,,,84.67%,32.21,30.69,0,0,,,,,,,,,0,18,2,0,1,3/5,0,105/123,34/42,66/70,5/11,17/19,15/19,29/30,100%,1/1,7,179,11,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,1,1,1,2
PRZEMYSŁAW FRANKOWSKI,Poland,Lens,Defender,,,,12/4/1995 (29),3,270,0,,,81%,32,31.92,0,0,,,,,,,,,0,10,0,0,0,7/8,0,88/109,37/45,44/53,7/11,15/15,36/43,7/10,25%,2/8,1,157,8,7,2,0,0,0,0,0,0,0,0,0,0,4,5,3,1,5,1,4,1
JAN BEDNAREK,Poland,Southampton,Defender,,,,12/4/1996 (28),3,270,0,,,91%,31.8,29.49,0,0,,,,,,,,,0,16,7,0,0,15/16,0,80/89,24/27,52/54,4/8,5/6,31/31,16/18,0%,0/0,6,132,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
PIOTR ZIELIŃSKI,Poland,Napoli,Midfielder,,,,20/5/1994 (30),3,255,0,,,84.34%,31.2,30.57,0,0,,,,,,,,,0,6,0,0,0,1/1,0,118/140,47/56,65/74,6/10,16/17,26/31,43/46,40%,4/10,7,170,3,3,8,0,0,0,0,1,0,0,0,6,0,8,14,11,1,1,0,0,1
NICOLA ZALEWSKI,Poland,Roma,Midfielder,,,,23/1/2002 (22),3,248,0,,,80.34%,33.1,27.93,1,0,,,,,,,,,0,10,1,0,0,3/3,0,66/84,20/27,44/49,2/8,22/25,2/3,24/31,11.12%,1/9,2,134,5,5,5,0,0,0,0,0,0,0,0,0,0,11,4,1,2,3,1,2,6
JAKUB MODER,Poland,Brighton,Midfielder,,,,07/4/1999 (25),3,180,0,,,82%,31.8,22.74,1,0,,,,,,,,,0,8,1,0,0,4/6,0,91/111,33/36,57/68,1/7,23/24,21/23,24/27,0%,0/3,3,136,3,2,1,0,0,0,0,0,0,0,0,0,0,2,3,3,0,1,0,1,4
PAWEŁ DAWIDOWICZ,Poland,Verona,Midfielder,,,,20/5/1995 (29),2,180,0,,,96.5%,28.9,19.46,1,0,,,,,,,,,0,10,3,0,0,6/10,0,75/78,13/14,57/57,5/7,5/5,29/29,19/19,0%,0/0,3,96,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0
WOJCIECH SZCZĘSNY,Poland,Juventus,Goalkeeper,,,,18/4/1990 (34),2,180,0,8,0,67%,26.1,8.7,1,0,0,0,0,5,2,0,2,2,0,0,0,0,1,3/3,13,43/63,2/2,25/25,16/36,0/0,19/22,10/10,0%,0/0,4,74,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ADAM BUKSA,Poland,Antalyaspor,Forward,,,,12/7/1996 (27),2,150,1,,,80%,30.9,18.99,0,0,,,,,,,,,0,2,0,0,0,3/3,0,8/10,2/2,6/8,0/0,3/3,2/2,1/1,0%,0/0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4
KACPER URBAŃSKI,Poland,Bologna,Midfielder,,,,07/9/2004 (19),3,148,0,,,86.34%,31.2,21.1,0,0,,,,,,,,,0,3,0,0,0,1/1,0,42/47,22/24,19/22,1/1,20/20,11/12,6/7,0%,0/1,0,69,4,1,1,0,0,0,0,0,0,0,0,0,1,7,2,2,0,3,0,2,1
ROBERT LEWANDOWSKI,Poland,Barcelona,Forward,,,,21/8/1988 (35),2,120,1,,,90.5%,30.5,14.23,1,0,,,,,,,,,1,3,0,0,0,1/3,0,22/26,9/9,12/14,1/3,10/11,4/4,4/4,0%,0/0,0,49,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,1,3
SEBASTIAN SZYMAŃSKI,Poland,Fenerbahçe,Midfielder,,,,10/5/1999 (25),2,113,0,,,79.5%,31.8,13.8,0,0,,,,,,,,,0,5,1,0,0,0/0,0,29/36,11/14,16/20,2/2,6/6,9/12,6/6,0%,0/3,0,55,2,1,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,2,0,1,3
BARTOSZ SLISZ,Poland,Atlanta United,Midfielder,,,,29/3/1999 (25),2,110,0,,,89%,30.9,14.52,1,0,,,,,,,,,0,2,0,0,0,2/2,0,37/42,13/14,23/26,1/2,10/10,7/8,10/11,0%,0/0,0,53,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,2
ŁUKASZ SKORUPSKI,Poland,Bologna,Goalkeeper,,,,05/5/1991 (33),1,90,0,8,0,83%,23.7,4.62,0,0,0,0,0,1,3,1,2,1,0,0,0,0,0,2/2,9,24/29,3/3,15/15,6/11,0/0,6/6,4/4,0%,0/0,2,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KAROL ŚWIDERSKI,Poland,Verona,Forward,,,,23/1/1997 (27),3,87,0,,,62.34%,31.6,11.6,1,0,,,,,,,,,0,1,0,0,0,0/0,0,10/16,4/6,6/10,0/0,2/3,3/3,4/7,66.67%,2/3,0,26,0,0,1,0,0,0,0,0,0,0,1,1,1,1,2,3,0,2,1,2,2
BARTOSZ SALAMON,Poland,Lech Poznań,Defender,,,,01/5/1991 (33),1,86,0,,,86%,32.6,8.51,0,0,,,,,,,,,0,5,0,0,0,7/9,0,19/22,7/8,11/11,1/3,2/2,5/5,8/9,0%,0/0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
KRZYSZTOF PIĄTEK,Poland,İstanbul Başakşehir,Forward,,,,01/7/1995 (28),1,60,1,,,64%,33,7.26,0,0,,,,,,,,,0,0,0,0,0,0/0,0,7/11,3/3,3/7,1/1,3/3,2/4,2/4,0%,0/1,0,17,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
JAKUB PIOTROWSKI,Poland,Ludogorets,Midfielder,,,,04/10/1997 (26),2,57,0,,,81%,30.4,8.11,0,0,,,,,,,,,0,0,0,0,0,0/0,0,16/20,5/6,9/12,2/2,4/5,4/4,5/5,0%,0/1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
TARAS ROMANCZUK,Poland,Jagiellonia,Midfielder,,,,14/11/1991 (32),1,55,0,,,91%,30.5,7.61,0,0,,,,,,,,,0,3,0,0,0,1/1,0,10/11,5/6,5/5,0/0,4/4,1/1,4/4,0%,0/0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
